年度,日付,曜日,週末/祝日,球場,試合時間,ホーム球団,ビジター球団,ホーム得点,ビジター得点,ホーム安打,ビジター安打,ホーム失策,ビジター失策,ホームラン_ホーム,ホームラン_ビジター,ホームラン合計,HR詳細_ホーム,HR詳細_ビジター,ホーム勝利,得点差,逆転あり,サヨナラ,延長戦,リード変化回数,最終得点イニング,イニング別得点,勝利投手,敗戦投手,セーブ投手,URL
2022,2022年5月26日（木）,木,0,横　浜,3時間28分,横浜DeNAベイスターズ,福岡ソフトバンクホークス,5,1,9,6,0,0,2,1,3,牧12号（4回ソロ杉山）、佐野4号（5回ソロ杉山）,野村勇4号（1回ソロ濵口）,1,4,1,1,0,1,6,"0(1),0(0),0(0),2(0),1(0),2(0),0(0),0(0),x(0)",濵口（2勝0敗）,杉山（1勝2敗）,,https://npb.jp/scores/2022/0526/db-h-03/
2022,2022年5月26日（木）,木,0,東京ドーム,3時間2分,読売ジャイアンツ,オリックス・バファローズ,2,3,7,12,0,0,1,0,1,丸9号（4回ソロ山﨑福）,,0,1,0,0,0,0,8,"0(1),0(0),0(1),1(0),0(1),0(0),0(0),1(0),0(0)",山﨑福（1勝4敗）,菅野（5勝4敗）,平野佳（14セ）,https://npb.jp/scores/2022/0526/g-b-03/
2022,2022年5月26日（木）,木,0,神　宮,4時間,東京ヤクルトスワローズ,北海道日本ハムファイターズ,6,9,12,13,2,0,0,4,4,,松本剛2号（1回2ラン小川）、万波8号（9回ソロマクガフ）、アルカンタラ8号（9回ソロマクガフ）、アルカンタラ9号（10回2ランコール）,0,3,1,0,1,2,10,"0(2),1(0),0(0),3(0),0(0),0(0),0(0),1(1),0(2),1(4)",石川直（1勝0敗）,木澤（2勝1敗）,,https://npb.jp/scores/2022/0526/s-f-03/
2022,2022年5月26日（木）,木,0,甲子園,3時間1分,阪神タイガース,東北楽天ゴールデンイーグルス,0,1,5,6,0,0,0,0,0,,,0,1,0,0,0,0,9,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(1)",宋家豪（2勝0敗）,岩崎（1勝2敗）,松井裕（12セ）,https://npb.jp/scores/2022/0526/t-e-03/
2022,2022年5月27日（金）,金,0,京セラD大阪,3時間11分,オリックス・バファローズ,中日ドラゴンズ,1,4,7,13,1,1,0,1,1,,ビシエド5号（4回2ラン田嶋）,0,3,0,0,0,0,9,"0(0),0(0),0(0),0(2),0(0),0(2),0(0),0(0),1(0)",大野雄（3勝4敗）,田嶋（1勝3敗）,,https://npb.jp/scores/2022/0527/b-d-01/
2022,2022年5月27日（金）,金,0,楽天生命パーク,2時間38分,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,1,8,4,10,0,0,0,4,4,,塩見6号（1回ソロ瀧中）、濱田3号（2回ソロ瀧中）、塩見7号（2回3ラン瀧中）、塩見8号（4回ソロ瀧中）,0,7,0,0,0,0,7,"1(1),0(4),0(0),0(1),0(0),0(0),0(2),0(0),0(0)",高橋（4勝1敗）,瀧中（1勝4敗）,,https://npb.jp/scores/2022/0527/e-s-01/
2022,2022年5月27日（金）,金,0,札幌ドーム,2時間27分,北海道日本ハムファイターズ,読売ジャイアンツ,3,2,7,3,1,0,1,0,1,淺間3号（8回ソロ戸郷）,,1,1,0,1,0,0,8,"0(0),0(0),2(0),0(0),0(2),0(0),0(0),1(0),x(0)",上沢（4勝4敗）,戸郷（5勝3敗）,,https://npb.jp/scores/2022/0527/f-g-01/
2022,2022年5月27日（金）,金,0,PayPayドーム,2時間57分,福岡ソフトバンクホークス,広島東洋カープ,7,0,14,3,1,0,1,0,1,グラシアル2号（5回ソロ大瀬良）,,1,7,0,1,0,0,8,"3(0),0(0),0(0),1(0),1(0),1(0),0(0),1(0),x(0)",レイ（3勝2敗）,大瀬良（5勝2敗）,,https://npb.jp/scores/2022/0527/h-c-01/
2022,2022年5月27日（金）,金,0,ベルーナドーム,2時間49分,埼玉西武ライオンズ,横浜DeNAベイスターズ,0,1,3,4,0,0,0,0,0,,,0,1,0,0,0,0,7,"0(0),0(0),0(0),0(0),0(0),0(0),0(1),0(0),0(0)",大貫（3勝2敗）,髙橋光成（4勝4敗）,山﨑（8セ）,https://npb.jp/scores/2022/0527/l-db-01/
2022,2022年5月27日（金）,金,0,ZOZOマリン,2時間42分,千葉ロッテマリーンズ,阪神タイガース,0,1,5,6,1,1,0,1,1,,佐藤輝11号（9回ソロ益田）,0,1,0,0,0,0,9,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(1)",ウィルカーソン（4勝2敗）,益田（0勝1敗）,岩崎（8セ）,https://npb.jp/scores/2022/0527/m-t-01/
2022,2022年5月28日（土）,土,1,京セラD大阪,3時間1分,オリックス・バファローズ,中日ドラゴンズ,1,4,7,6,0,0,0,0,0,,,0,3,0,0,0,0,9,"0(0),0(0),0(1),0(0),0(0),0(0),1(0),0(1),0(2)",ロドリゲス（2勝1敗）,山本（5勝3敗）,R.マルティネス（12セ）,https://npb.jp/scores/2022/0528/b-d-02/
2022,2022年5月28日（土）,土,1,楽天生命パーク,3時間48分,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,4,11,10,11,0,0,1,2,3,浅村8号（9回ソロ坂本）,オスナ4号（5回3ラン早川）、山田9号（5回2ラン石橋）,0,7,1,0,0,1,9,"0(0),1(0),0(0),2(0),0(7),0(0),0(1),0(3),1(0)",木澤（3勝1敗）,早川（3勝3敗）,,https://npb.jp/scores/2022/0528/e-s-02/
2022,2022年5月28日（土）,土,1,札幌ドーム,3時間39分,北海道日本ハムファイターズ,読売ジャイアンツ,4,8,7,13,0,1,2,1,3,清宮5号（4回ソロシューメーカー）、清宮6号（6回ソロシューメーカー）,中田5号（9回2ラン望月）,0,4,1,0,0,1,9,"0(0),0(0),0(0),1(0),1(4),1(0),1(1),0(1),0(2)",シューメーカー（2勝3敗）,杉浦（2勝4敗）,,https://npb.jp/scores/2022/0528/f-g-02/
2022,2022年5月28日（土）,土,1,PayPayドーム,2時間45分,福岡ソフトバンクホークス,広島東洋カープ,11,1,12,6,1,1,3,0,3,渡邉1号（2回3ラン森下）、牧原大2号（2回ソロ森下）、渡邉2号（4回ソロ森下）,,1,10,0,1,0,1,7,"0(1),6(0),0(0),1(0),0(0),2(0),2(0),0(0),x(0)",大関（4勝3敗）,森下（4勝2敗）,,https://npb.jp/scores/2022/0528/h-c-02/
2022,2022年5月28日（土）,土,1,ベルーナドーム,3時間15分,埼玉西武ライオンズ,横浜DeNAベイスターズ,10,5,14,9,1,3,2,1,3,オグレディ4号（2回2ラン上茶谷）、山川16号（3回2ラン上茶谷）,戸柱2号（5回ソロ平井）,1,5,0,1,0,0,8,"0(0),2(0),8(0),0(0),0(2),0(0),0(0),0(3),x(0)",平井（3勝3敗）,上茶谷（2勝5敗）,,https://npb.jp/scores/2022/0528/l-db-02/
2022,2022年5月28日（土）,土,1,ZOZOマリン,3時間12分,千葉ロッテマリーンズ,阪神タイガース,2,6,8,10,1,2,0,0,0,,,0,4,0,0,0,0,9,"0(3),0(0),0(1),0(0),0(0),0(0),0(0),0(0),2(2)",青柳（5勝1敗）,佐藤奨（0勝2敗）,,https://npb.jp/scores/2022/0528/m-t-02/
2022,2022年5月29日（日）,日,1,京セラD大阪,2時間41分,オリックス・バファローズ,中日ドラゴンズ,8,0,12,5,0,0,2,0,2,杉本3号（7回ソロ谷元）、T-岡田1号（7回ソロ谷元）,,1,8,0,1,0,0,7,"1(0),2(0),2(0),0(0),1(0),0(0),2(0),0(0),x(0)",宮城（4勝2敗）,柳（4勝3敗）,,https://npb.jp/scores/2022/0529/b-d-03/
2022,2022年5月29日（日）,日,1,楽天生命パーク,3時間3分,東北楽天ゴールデンイーグルス,東京ヤクルトスワローズ,3,1,6,6,2,2,0,1,1,,村上15号（9回ソロ松井裕）,1,2,0,1,0,0,9,"1(0),0(0),0(0),0(0),0(0),0(0),2(0),0(0),x(1)",則本（3勝2敗）,石川（2勝3敗）,松井裕（13セ）,https://npb.jp/scores/2022/0529/e-s-03/
2022,2022年5月29日（日）,日,1,札幌ドーム,3時間5分,北海道日本ハムファイターズ,読売ジャイアンツ,7,2,14,6,0,0,0,1,1,,岡本和15号（2回ソロ根本）,1,5,0,1,0,0,6,"1(0),1(1),0(0),4(0),0(1),1(0),0(0),0(0),x(0)",根本（1勝1敗）,横川（0勝1敗）,,https://npb.jp/scores/2022/0529/f-g-03/
2022,2022年5月29日（日）,日,1,PayPayドーム,2時間55分,福岡ソフトバンクホークス,広島東洋カープ,8,0,11,4,0,0,3,0,3,牧原大3号（3回ソロアンダーソン）、三森6号（4回2ランアンダーソン）、周東1号（6回2ラン薮田）,,1,8,0,1,0,0,6,"1(0),0(0),1(0),4(0),0(0),2(0),0(0),0(0),x(0)",松本（2勝0敗）,アンダーソン（2勝1敗）,,https://npb.jp/scores/2022/0529/h-c-03/
2022,2022年5月29日（日）,日,1,ベルーナドーム,2時間48分,埼玉西武ライオンズ,横浜DeNAベイスターズ,3,2,4,4,0,1,2,2,4,岸2号（4回ソロ京山）、栗山1号（9回ソロ平田）,牧13号（5回ソロエンス）、佐野5号（6回ソロエンス）,1,1,0,0,0,0,6,"0(0),0(0),1(0),1(0),0(1),0(1),0(0),0(0),1x(0)",増田（1勝0敗）,平田（0勝1敗）,,https://npb.jp/scores/2022/0529/l-db-03/
2022,2022年5月29日（日）,日,1,ZOZOマリン,2時間50分,千葉ロッテマリーンズ,阪神タイガース,3,2,9,9,0,0,0,1,1,,佐藤輝12号（8回2ランゲレーロ）,1,1,0,1,0,0,8,"0(0),1(0),2(0),0(0),0(0),0(0),0(0),0(2),x(0)",ロメロ（3勝4敗）,伊藤将（1勝2敗）,益田（10セ）,https://npb.jp/scores/2022/0529/m-t-03/
2022,2022年5月31日（火）,火,0,マツダスタジアム,2時間42分,広島東洋カープ,北海道日本ハムファイターズ,1,0,5,4,1,0,0,0,0,,,1,1,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),1(0),x(0)",床田（5勝3敗）,宮西（0勝2敗）,栗林（10セ）,https://npb.jp/scores/2022/0531/c-f-01/
2022,2022年5月31日（火）,火,0,バンテリンドーム,2時間43分,中日ドラゴンズ,東北楽天ゴールデンイーグルス,2,0,7,5,0,0,2,0,2,阿部6号（4回ソロ田中将）、ビシエド6号（6回ソロ田中将）,,1,2,0,1,0,0,6,"0(0),0(0),0(0),1(0),0(0),1(0),0(0),0(0),x(0)",小笠原（3勝3敗）,田中将（4勝4敗）,R.マルティネス（13セ）,https://npb.jp/scores/2022/0531/d-e-01/
2022,2022年5月31日（火）,火,0,横　浜,2時間58分,横浜DeNAベイスターズ,オリックス・バファローズ,4,1,9,8,1,0,0,0,0,,,1,3,1,1,0,1,8,"0(1),0(0),1(0),1(0),0(0),0(0),0(0),2(0),x(0)",今永（2勝0敗）,山岡（3勝2敗）,山﨑（9セ）,https://npb.jp/scores/2022/0531/db-b-01/
2022,2022年5月31日（火）,火,0,東京ドーム,3時間22分,読売ジャイアンツ,福岡ソフトバンクホークス,1,3,5,12,2,0,1,0,1,ウォーカー9号（1回ソロ石川）,,0,2,1,0,0,1,9,"1(0),0(0),0(0),0(0),0(0),0(0),0(1),0(1),0(1)",津森（4勝1敗）,平内（3勝1敗）,モイネロ（8セ）,https://npb.jp/scores/2022/0531/g-h-01/
2022,2022年5月31日（火）,火,0,神　宮,2時間39分,東京ヤクルトスワローズ,千葉ロッテマリーンズ,1,0,6,7,0,0,1,0,1,山田10号（1回ソロ石川）,,1,1,0,1,0,0,1,"1(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),x(0)",サイスニード（3勝0敗）,石川（4勝3敗）,マクガフ（14セ）,https://npb.jp/scores/2022/0531/s-m-01/
2022,2022年5月31日（火）,火,0,甲子園,3時間14分,阪神タイガース,埼玉西武ライオンズ,0,2,6,8,0,1,0,1,1,,山川17号（2回ソロ西勇）,0,2,0,0,0,0,8,"0(0),0(1),0(0),0(0),0(0),0(0),0(0),0(1),0(0)",佐藤（3勝3敗）,西勇（3勝4敗）,増田（13セ）,https://npb.jp/scores/2022/0531/t-l-01/
2022,2022年6月1日（水）,水,0,マツダスタジアム,3時間27分,広島東洋カープ,北海道日本ハムファイターズ,1,5,7,11,2,2,0,1,1,,万波9号（2回ソロ遠藤）,0,4,0,0,0,0,9,"0(0),0(1),0(0),0(1),0(1),0(0),1(0),0(0),0(2)",上原（1勝0敗）,遠藤（3勝4敗）,,https://npb.jp/scores/2022/0601/c-f-02/
2022,2022年6月1日（水）,水,0,バンテリンドーム,3時間24分,中日ドラゴンズ,東北楽天ゴールデンイーグルス,0,2,6,6,0,1,0,0,0,,,0,2,0,0,0,0,3,"0(1),0(0),0(1),0(0),0(0),0(0),0(0),0(0),0(0)",辛島（2勝0敗）,上田（0勝2敗）,松井裕（14セ）,https://npb.jp/scores/2022/0601/d-e-02/
2022,2022年6月1日（水）,水,0,横　浜,3時間2分,横浜DeNAベイスターズ,オリックス・バファローズ,1,5,3,10,0,1,0,1,1,,杉本4号（3回2ランロメロ）,0,4,0,0,0,0,7,"0(1),0(0),0(2),0(1),1(0),0(0),0(1),0(0),0(0)",ワゲスパック（1勝3敗）,ロメロ（3勝5敗）,,https://npb.jp/scores/2022/0601/db-b-02/
2022,2022年6月1日（水）,水,0,東京ドーム,2時間44分,読売ジャイアンツ,福岡ソフトバンクホークス,3,6,7,7,0,0,3,0,3,吉川2号（4回ソロ東浜）、ウォーカー10号（6回ソロ東浜）、増田陸2号（7回ソロ東浜）,,0,3,0,0,0,0,7,"0(0),0(0),0(0),1(3),0(3),1(0),1(0),0(0),0(0)",東浜（5勝1敗）,赤星（2勝3敗）,藤井（1セ）,https://npb.jp/scores/2022/0601/g-h-02/
2022,2022年6月1日（水）,水,0,神　宮,2時間55分,東京ヤクルトスワローズ,千葉ロッテマリーンズ,3,4,9,5,1,0,3,3,6,山田11号（1回ソロ美馬）、オスナ5号（2回ソロ美馬）、濱田4号（4回ソロ美馬）,中村奨3号（2回ソロ原）、安田1号（2回ソロ原）、安田2号（4回ソロ原）,0,1,0,0,0,1,6,"1(0),1(2),0(0),1(1),0(0),0(1),0(0),0(0),0(0)",美馬（2勝4敗）,原（4勝3敗）,益田（11セ）,https://npb.jp/scores/2022/0601/s-m-02/
2022,2022年6月1日（水）,水,0,甲子園,3時間23分,阪神タイガース,埼玉西武ライオンズ,5,4,8,10,0,0,1,0,1,大山9号（3回3ラン與座）,,1,1,0,1,0,0,6,"1(0),0(0),4(0),0(0),0(0),0(4),0(0),0(0),x(0)",西純（3勝1敗）,與座（3勝2敗）,岩崎（9セ）,https://npb.jp/scores/2022/0601/t-l-02/
2022,2022年6月2日（木）,木,0,マツダスタジアム,3時間36分,広島東洋カープ,北海道日本ハムファイターズ,6,3,7,11,1,1,0,0,0,,,1,3,1,1,0,1,6,"0(0),0(0),0(1),0(0),6(0),0(2),0(0),0(0),x(0)",九里（3勝3敗）,伊藤（5勝4敗）,栗林（11セ）,https://npb.jp/scores/2022/0602/c-f-03/
2022,2022年6月2日（木）,木,0,バンテリンドーム,2時間56分,中日ドラゴンズ,東北楽天ゴールデンイーグルス,3,2,7,5,0,0,0,0,0,,,1,1,0,1,0,0,7,"1(0),1(0),1(0),0(0),0(0),0(0),0(2),0(0),x(0)",松葉（3勝1敗）,岸（4勝2敗）,R.マルティネス（14セ）,https://npb.jp/scores/2022/0602/d-e-03/
2022,2022年6月2日（木）,木,0,横　浜,3時間10分,横浜DeNAベイスターズ,オリックス・バファローズ,1,3,4,7,0,0,1,0,1,蝦名1号（1回ソロ山﨑福）,,0,2,0,0,0,1,8,"1(0),0(1),0(0),0(0),0(0),0(1),0(0),0(1),0(0)",山﨑福（2勝4敗）,濵口（2勝1敗）,平野佳（15セ）,https://npb.jp/scores/2022/0602/db-b-03/
2022,2022年6月2日（木）,木,0,東京ドーム,2時間59分,読売ジャイアンツ,福岡ソフトバンクホークス,3,0,8,5,0,0,3,0,3,丸10号（1回ソロレイ）、ウォーカー11号（3回ソロレイ）、丸11号（5回ソロ松本）,,1,3,0,1,0,0,5,"1(0),0(0),1(0),0(0),1(0),0(0),0(0),0(0),x(0)",菅野（6勝4敗）,レイ（3勝3敗）,大勢（19セ）,https://npb.jp/scores/2022/0602/g-h-03/
2022,2022年6月2日（木）,木,0,神　宮,3時間3分,東京ヤクルトスワローズ,千葉ロッテマリーンズ,7,3,11,6,2,2,2,1,3,山田12号（6回ソロ小島）、太田1号（7回ソロ東條）,中村奨4号（1回2ランスアレス）,1,4,1,1,0,1,8,"0(3),0(0),0(0),0(0),0(0),1(0),1(0),5(0),x(0)",石山（2勝0敗）,ゲレーロ（1勝2敗）,,https://npb.jp/scores/2022/0602/s-m-03/
2022,2022年6月2日（木）,木,0,甲子園,3時間10分,阪神タイガース,埼玉西武ライオンズ,6,1,17,7,1,3,0,0,0,,,1,5,0,1,0,0,8,"0(0),0(0),0(0),3(0),0(0),0(0),2(1),1(0),x(0)",ガンケル（2勝4敗）,隅田（1勝6敗）,,https://npb.jp/scores/2022/0602/t-l-03/
2022,2022年6月3日（金）,金,0,マツダスタジアム,3時間27分,広島東洋カープ,オリックス・バファローズ,1,4,11,10,0,0,0,1,1,,伏見1号（2回2ラン大瀬良）,0,3,0,0,0,1,5,"1(0),0(2),0(0),0(1),0(1),0(0),0(0),0(0),0(0)",田嶋（2勝3敗）,大瀬良（5勝3敗）,近藤（1セ）,https://npb.jp/scores/2022/0603/c-b-01/
2022,2022年6月3日（金）,金,0,バンテリンドーム,3時間39分,中日ドラゴンズ,福岡ソフトバンクホークス,0,6,5,12,0,0,0,1,1,,デスパイネ1号（8回2ラン山本）,0,6,0,0,0,0,9,"0(0),0(0),0(0),0(1),0(0),0(0),0(0),0(4),0(1)",千賀（4勝2敗）,大野雄（3勝5敗）,,https://npb.jp/scores/2022/0603/d-h-01/
2022,2022年6月3日（金）,金,0,横　浜,3時間6分,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,7,0,11,6,0,0,2,0,2,宮﨑4号（1回2ラン瀧中）、牧14号（3回3ラン瀧中）,,1,7,0,1,0,0,8,"2(0),0(0),3(0),0(0),0(0),1(0),0(0),1(0),x(0)",大貫（4勝2敗）,瀧中（1勝5敗）,,https://npb.jp/scores/2022/0603/db-e-01/
2022,2022年6月3日（金）,金,0,東京ドーム,3時間19分,読売ジャイアンツ,千葉ロッテマリーンズ,10,3,15,7,0,2,1,1,2,岡本和16号（3回2ラン佐々木朗）,レアード9号（8回3ランデラロサ）,1,7,0,1,0,0,8,"0(0),1(0),2(0),1(0),1(0),0(0),0(0),5(3),x(0)",戸郷（6勝3敗）,佐々木朗（5勝1敗）,,https://npb.jp/scores/2022/0603/g-m-01/
2022,2022年6月3日（金）,金,0,神　宮,2時間37分,東京ヤクルトスワローズ,埼玉西武ライオンズ,1,0,7,3,0,1,1,0,1,小川1号（5回ソロ髙橋光成）,,1,1,0,1,0,0,5,"0(0),0(0),0(0),0(0),1(0),0(0),0(0),0(0),x(0)",小川（3勝3敗）,髙橋光成（4勝5敗）,マクガフ（15セ）,https://npb.jp/scores/2022/0603/s-l-01/
2022,2022年6月3日（金）,金,0,甲子園,3時間43分,阪神タイガース,北海道日本ハムファイターズ,9,7,13,16,0,1,3,1,4,大山10号（2回ソロ上沢）、大山11号（4回ソロ上沢）、大山12号（8回ソロ堀）,万波10号（3回ソロウィルカーソン）,1,2,1,1,0,1,8,"0(2),1(1),0(4),1(0),1(0),2(0),0(0),4(0),x(0)",渡邉（2勝1敗）,堀（0勝2敗）,岩崎（10セ）,https://npb.jp/scores/2022/0603/t-f-01/
2022,2022年6月4日（土）,土,1,マツダスタジアム,3時間,広島東洋カープ,オリックス・バファローズ,2,3,6,9,0,1,0,1,1,,杉本5号（2回ソロ森下）,0,1,1,0,0,2,8,"0(0),0(1),0(0),0(0),0(0),0(0),2(0),0(2),0(0)",山本（6勝3敗）,森下（4勝3敗）,平野佳（16セ）,https://npb.jp/scores/2022/0604/c-b-02/
2022,2022年6月4日（土）,土,1,バンテリンドーム,3時間10分,中日ドラゴンズ,福岡ソフトバンクホークス,4,2,7,7,0,0,1,0,1,A.マルティネス4号（1回ソロ大関）,,1,2,1,1,0,2,8,"1(0),0(0),0(0),0(1),0(1),0(0),2(0),1(0),x(0)",祖父江（2勝2敗）,津森（4勝2敗）,R.マルティネス（15セ）,https://npb.jp/scores/2022/0604/d-h-02/
2022,2022年6月4日（土）,土,1,横　浜,3時間28分,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,6,1,12,7,0,1,1,0,1,牧15号（7回3ラン宋家豪）,,1,5,0,1,0,0,8,"1(1),0(0),0(0),0(0),0(0),0(0),4(0),1(0),x(0)",クリスキー（1勝1敗）,宋家豪（2勝1敗）,,https://npb.jp/scores/2022/0604/db-e-02/
2022,2022年6月4日（土）,土,1,東京ドーム,2時間21分,読売ジャイアンツ,千葉ロッテマリーンズ,2,1,5,7,0,1,0,0,0,,,1,1,1,1,0,1,7,"0(0),0(0),0(0),0(0),0(1),0(0),2(0),0(0),x(0)",メルセデス（5勝1敗）,佐藤奨（0勝3敗）,大勢（20セ）,https://npb.jp/scores/2022/0604/g-m-02/
2022,2022年6月4日（土）,土,1,神　宮,2時間59分,東京ヤクルトスワローズ,埼玉西武ライオンズ,3,2,4,5,0,1,1,1,2,村上16号（6回2ラン本田）,愛斗3号（2回ソロ高橋）,1,1,1,1,0,1,6,"0(0),0(1),0(0),0(1),1(0),2(0),0(0),0(0),x(0)",コール（2勝0敗）,本田（1勝1敗）,マクガフ（16セ）,https://npb.jp/scores/2022/0604/s-l-02/
2022,2022年6月4日（土）,土,1,甲子園,3時間,阪神タイガース,北海道日本ハムファイターズ,3,0,9,5,0,0,0,0,0,,,1,3,0,1,0,0,5,"0(0),0(0),0(0),1(0),2(0),0(0),0(0),0(0),x(0)",青柳（6勝1敗）,杉浦（2勝5敗）,岩崎（11セ）,https://npb.jp/scores/2022/0604/t-f-02/
2022,2022年6月5日（日）,日,1,マツダスタジアム,3時間18分,広島東洋カープ,オリックス・バファローズ,2,5,7,6,1,0,0,0,0,,,0,3,1,0,0,1,7,"0(0),0(0),1(0),0(1),0(0),1(0),0(4),0(0),0(0)",宮城（5勝2敗）,塹江（2勝2敗）,平野佳（17セ）,https://npb.jp/scores/2022/0605/c-b-03/
2022,2022年6月5日（日）,日,1,バンテリンドーム,3時間12分,中日ドラゴンズ,福岡ソフトバンクホークス,7,3,10,8,0,1,0,0,0,,,1,4,0,1,0,0,8,"3(1),0(0),0(0),0(1),1(0),1(1),0(0),2(0),x(0)",柳（5勝3敗）,杉山（1勝3敗）,,https://npb.jp/scores/2022/0605/d-h-03/
2022,2022年6月5日（日）,日,1,横　浜,3時間48分,横浜DeNAベイスターズ,東北楽天ゴールデンイーグルス,5,6,13,9,1,0,0,2,2,,マルモレホス6号（2回2ラン石田）、浅村9号（9回2ラン山﨑）,0,1,1,0,0,5,9,"1(0),0(2),1(0),0(0),1(0),0(2),2(0),0(0),0(2)",安樂（4勝1敗）,山﨑（0勝2敗）,松井裕（15セ）,https://npb.jp/scores/2022/0605/db-e-03/
2022,2022年6月5日（日）,日,1,東京ドーム,3時間6分,読売ジャイアンツ,千葉ロッテマリーンズ,4,10,8,10,0,1,3,5,8,丸12号（1回ソロ本前）、ウォーカー12号（1回ソロ本前）、岡本和17号（5回2ラン本前）,レアード10号（2回2ラン山﨑伊）、マーティン5号（5回ソロ戸田）、佐藤都2号（5回ソロ戸田）、マーティン6号（8回3ラン平内）、レアード11号（9回ソロ鍵谷）,0,6,0,0,0,1,9,"2(0),0(2),0(1),0(0),2(2),0(0),0(0),0(4),0(1)",本前（1勝0敗）,山﨑伊（2勝2敗）,,https://npb.jp/scores/2022/0605/g-m-03/
2022,2022年6月5日（日）,日,1,神　宮,2時間50分,東京ヤクルトスワローズ,埼玉西武ライオンズ,5,3,8,5,0,1,0,2,2,,外崎2号（3回2ラン高梨）、山川18号（4回ソロ高梨）,1,2,0,1,0,0,6,"0(0),2(0),1(2),0(1),0(0),2(0),0(0),0(0),x(0)",高梨（4勝3敗）,エンス（3勝3敗）,マクガフ（17セ）,https://npb.jp/scores/2022/0605/s-l-03/
